primary_accession,lineage,assembler,assembler_version,wall_clock_seconds,peak_mem_in_gbs,n50,l50,num_contigs,assembly_length,largest_contig,srr_id
ERZ21883066,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,100851,12,5666,4547,100829,209683437,480689,ERR11476965
ERZ21844614,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,147608,25,1385,5033,21098,25085141,18542,ERR11478627
ERZ21844615,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,165613,11,3150,968,9084,16734352,98112,ERR11478631
ERZ21844616,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,61258,12,2381,2571,16524,27321862,55770,ERR11478632
ERZ21883051,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,54036,11,8960,2385,46757,127209216,456690,ERR11478633
ERZ21883079,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,144025,12,4642,6189,76028,165283752,337760,ERR11478668
ERZ21883058,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,57637,12,7263,2287,37066,91816841,206108,ERR11478669
ERZ21883061,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,54011,11,5340,2523,46643,102065112,237702,ERR11478673
ERZ21883071,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,100817,12,6623,3354,77614,164504099,660893,ERR11478680
ERZ21883075,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,97233,11,7336,3638,74640,180305080,338058,ERR11478685
ERZ21883070,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,97203,10,5541,4903,78937,175731433,435870,ERR11478688
ERZ21845917,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,216056,49,1650,4323,22680,29836634,39094,ERR11478690
ERZ21883074,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,93643,10,5957,4028,66259,161922985,306585,ERR11478691
ERZ21852952,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,205254,89,1322,5847,27563,32101025,42144,ERR11478692
ERZ21883073,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,100801,14,3789,5999,94733,174367846,704577,ERR11478694
ERZ21883072,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,133253,11,3057,5364,65352,113470590,340053,ERR11479076
ERZ21845922,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,104407,81,1250,9663,42145,47379846,45633,ERR11479120
ERZ21883103,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,147600,15,4408,7246,108888,221013628,969174,ERR11479202
ERZ21883094,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,176417,21,3457,12438,134714,253312892,502765,ERR11479245
ERZ21845927,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,172819,45,1366,11544,54677,65203081,55242,ERR11479261
ERZ21852957,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,50478,149,1027,1315,5075,5007710,14773,ERR11479309
ERZ21883113,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,194456,20,4668,8822,125926,264216368,397828,ERR11479334
ERZ21845933,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,57633,15,1308,9391,41697,48248637,41114,ERR11479444
ERZ21883084,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,108015,11,5498,4005,63800,141080534,520736,ERR11479470
ERZ21883120,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,190811,21,3586,10087,138673,254827485,316228,ERR11479497
ERZ21883078,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,57624,12,3722,2483,37207,71501261,370524,ERR11479515
ERZ21883083,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,75617,11,2979,8746,89579,158881119,514310,ERR11479903
ERZ21883098,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,129625,14,3395,7621,97932,180293534,1179891,ERR11480535
ERZ21883102,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,118809,13,4292,6899,94022,188517416,349082,ERR11480631
ERZ21883090,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,79243,12,6619,3143,57448,138982149,387153,ERR11480664
ERZ21883099,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,108022,11,3393,7864,81080,153266140,345337,ERR11480688
ERZ21883096,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,75653,12,2758,8524,95998,165221703,544023,ERR11480708
ERZ21883129,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,57653,16,3355,8868,113488,204633782,366333,ERR11480784
ERZ21883116,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,126008,14,3459,8618,99093,186188719,498907,ERR11480843
ERZ21845954,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,68450,47,1563,5065,27226,35280780,36148,ERR11480910
ERZ21852959,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,108069,104,1263,5149,22347,25281315,22188,ERR11481014
ERZ21845958,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,68439,22,1312,8235,35938,42091867,47614,ERR11481053
ERZ21883157,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,183644,17,4665,7045,110574,235655363,420879,ERR11481219
ERZ21883115,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82804,9,8197,2843,64975,165424061,442110,ERR11481286
ERZ21883132,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,118812,12,6029,4275,75435,174540796,530237,ERR11481324
ERZ21883127,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,72013,9,2545,1750,16034,26993409,164019,ERR11481377
ERZ21883134,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,129601,11,9255,3211,74873,191795960,580511,ERR11481427
ERZ21852958,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,241259,139,1002,4209,15406,15010322,33498,ERR11481448
ERZ21883135,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,79239,12,2826,4762,69973,116087345,487113,ERR11481478
ERZ21845971,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,201620,12,1143,4439,18739,20181095,21939,ERR11481783
ERZ21845973,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,10816,5,926,685,2314,2133313,9091,ERR11481998
ERZ21883182,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,43250,19,4476,8450,117699,244166977,398906,ERR11482036
ERZ21883137,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,111619,10,4437,5432,77889,162077411,370801,ERR11482132
ERZ21883145,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,122451,18,3480,8928,117485,216065533,372216,ERR11482183
ERZ21883140,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,90048,11,6540,2120,44037,100208903,417766,ERR11482215
ERZ21883121,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,57659,11,4869,2731,42898,92565349,664177,ERR11482240
ERZ21845980,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,158454,50,876,196,659,583717,6687,ERR11482244
ERZ21883119,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,46831,12,41270,192,6906,42249708,534625,ERR11482268
ERZ21845986,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,201642,15,1641,9540,49557,65914271,48176,ERR11483160
ERZ21883151,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,93638,13,5571,5966,91065,201985615,410532,ERR11483342
ERZ21883161,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,115218,15,3367,8480,108650,193030574,507768,ERR11483375
ERZ21883147,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,90009,14,3136,9871,110947,199629190,345714,ERR11483535
ERZ21883114,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,10845,8,2914,2230,21585,37442877,142870,ERR11483765
ERZ21846006,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,97256,39,1609,6562,32584,42647119,28895,ERR11483952
ERZ21883165,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,64813,12,2949,5491,75325,133608703,382271,ERR11483993
ERZ21883173,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86439,13,3293,6897,83682,156191486,362069,ERR11484028
ERZ21883162,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,57654,11,17220,823,29922,90843402,635265,ERR11484134
ERZ21846010,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,115218,38,1638,6553,32148,42606424,32644,ERR11484142
ERZ21883171,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,90032,11,5353,3678,67830,135179760,268723,ERR11484184
ERZ21846012,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,115217,37,1583,6244,28492,36261749,24527,ERR11484192
ERZ21883172,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,97214,9,4563,4604,62463,131789038,500967,ERR11484250
ERZ21846022,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,100807,22,1401,12604,60237,73162000,45795,ERR11484290
ERZ21883186,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,129646,15,3139,8705,92368,169544125,373693,ERR11484305
ERZ21852969,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,248434,145,1590,4437,23405,30116436,34753,ERR11484342
ERZ21883180,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,75629,12,24848,572,18164,70024683,604593,ERR11485141
ERZ21852966,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,259257,90,1087,1429,5313,5376259,14015,ERR11485157
ERZ21883178,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,72020,10,3563,5588,68366,130861634,315190,ERR11485203
ERZ21883185,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,93626,12,3505,6713,78338,145571732,206854,ERR11485257
ERZ21846020,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82838,46,1728,2781,13565,18558171,19848,ERR11485294
ERZ21883191,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,90058,10,5027,4472,70376,156881915,418593,ERR11485372
ERZ21883190,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,68437,10,4174,4836,71490,140085539,390306,ERR11485383
ERZ21883234,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,187211,17,7844,4710,95893,231810636,458031,ERR11485494
ERZ21883200,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,100816,13,3682,8080,93736,184688496,344385,ERR11485663
ERZ21846037,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,100844,9,1075,3698,14522,14902836,17000,ERR11485678
ERZ21883196,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86416,12,4511,4020,69834,133519643,368761,ERR11485706
ERZ21883188,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,68403,11,5258,3839,55578,118812503,484844,ERR11486288
ERZ21883212,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,104427,11,5134,4018,85192,168888321,688155,ERR11486376
ERZ21883204,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,90059,11,10816,923,30711,70337130,479434,ERR11486395
ERZ21846042,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,93625,40,1967,4083,23697,34430994,37034,ERR11486414
ERZ21883179,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,44,5,107483,16,1130,5871119,360199,ERR11486415
ERZ21883203,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82842,12,4186,3210,52200,96304265,356246,ERR11486427
ERZ21846048,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,28831,29,1507,9115,45808,57662476,33011,ERR11486833
ERZ21883227,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,151232,17,4884,7074,110578,230492929,567497,ERR11486885
ERZ21846050,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,187253,21,1520,9949,47123,59862436,45955,ERR11487050
ERZ21883216,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,100850,12,3468,3230,39668,70915151,276345,ERR11487059
ERZ21883229,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,118847,12,14068,1903,54291,158925397,591798,ERR11487212
ERZ21883213,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82805,11,3435,5499,71034,130332399,423390,ERR11487241
ERZ21883202,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,3626,5,8845,247,6700,17375309,476413,ERR11487311
ERZ21846069,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,187221,55,1642,7916,42057,55321428,33027,ERR11487436
ERZ21883245,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,97201,12,6600,3745,68849,158156962,533287,ERR11487525
ERZ21883278,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,172859,12,14864,2014,67266,185916128,687352,ERR11487558
ERZ21883241,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86430,11,7079,4296,80208,197040457,650108,ERR11487566
ERZ21883247,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,104409,14,4208,8449,108763,223410705,505928,ERR11487679
ERZ21883235,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,50442,11,6317,1798,36329,81984543,515354,ERR11487702
ERZ21883238,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82841,9,3160,4731,56644,104963719,534629,ERR11487728
ERZ21883233,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,50433,12,4444,1967,30218,62177925,412988,ERR11487756
ERZ21846079,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82859,39,1278,3199,12976,14700431,12478,ERR11487818
ERZ21883230,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,57641,11,3490,1463,17890,30093116,121136,ERR11487832
ERZ21883242,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86414,12,3420,8396,95392,177681854,308517,ERR11487877
ERZ21883275,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,147604,16,5204,7065,119318,255187075,338676,ERR11487968
ERZ21846084,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,158408,14,1889,4150,26039,37071956,91014,ERR11488041
ERZ21846087,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,147610,12,1377,10279,46534,56007798,53208,ERR11488055
ERZ21883253,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82854,10,3939,4720,64167,123880344,328662,ERR11488075
ERZ21883255,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,108052,10,8872,1872,40485,114877415,412139,ERR11488108
ERZ21883257,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,108016,12,7450,2844,64075,149241086,395139,ERR11488126
ERZ21846088,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,165622,13,1361,7378,33466,39666288,33212,ERR11488133
ERZ21883244,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,50456,12,8146,1390,34081,82274793,373164,ERR11488142
ERZ21883249,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,68435,9,7340,2696,54918,130009673,340461,ERR11488169
ERZ21846095,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,158417,15,1954,9788,55450,80756367,51357,ERR11489132
ERZ21846096,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,93642,29,1470,6690,34852,43869399,70758,ERR11489186
ERZ21883260,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,75618,12,7476,3266,62649,155643800,372650,ERR11489194
ERZ21846099,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,18027,17,1531,5964,30657,39262003,42625,ERR11489219
ERZ21846120,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,169227,43,1447,9372,46042,56514765,30950,ERR11489330
ERZ21846103,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,108054,15,1874,3296,19407,27543121,46773,ERR11490132
ERZ21883296,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,118833,16,4199,7195,114608,225589049,553076,ERR11490177
ERZ21846122,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,68450,25,1501,7443,35525,44752190,37022,ERR11490238
ERZ21883277,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,144010,11,32638,236,9909,40321135,358791,ERR11490263
ERZ21883269,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,43249,12,2361,3232,35716,57635005,938893,ERR11490281
ERZ21883289,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,93604,11,6164,3010,47637,118356082,407300,ERR11490329
ERZ21883281,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,54054,10,40685,213,10614,49706289,605070,ERR11490350
ERZ21883282,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,64800,10,20059,569,21468,63743541,426756,ERR11490377
ERZ21883274,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,39627,10,5202,762,16568,35583375,728264,ERR11490426
ERZ21883286,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82858,12,6896,2267,46259,111813643,546442,ERR11490509
ERZ21883299,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,97207,12,6277,4156,72472,162830513,345875,ERR11490544
ERZ21883311,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,133213,11,4733,4440,63074,130939921,445956,ERR11490609
ERZ21883293,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,54044,11,10947,715,20084,55217976,903978,ERR11490624
ERZ21883298,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,72022,12,7378,2754,58586,132971973,641712,ERR11490645
ERZ21846140,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,129605,36,1737,4903,25131,34432067,31380,ERR11490674
ERZ21883312,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,126014,15,3768,8044,101882,197890519,311619,ERR11490699
ERZ21883303,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,140402,11,4351,2288,39492,80033758,681446,ERR11490720
ERZ21883300,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,133245,10,2538,6538,57755,99905061,442507,ERR11490770
ERZ21883292,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,57616,10,5336,2743,44206,99061168,349541,ERR11490849
ERZ21883306,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,61223,10,3654,5619,67417,132287367,398812,ERR11490930
ERZ21883307,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,72046,12,5236,3947,63091,139457170,411601,ERR11491009
ERZ21883317,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,104456,12,6536,4133,89206,205028052,935343,ERR11491047
ERZ21883323,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86439,9,5627,4036,72301,156788063,435082,ERR11491074
ERZ21883319,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,72037,12,8286,2030,56776,130142024,731190,ERR11491122
ERZ21883320,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86454,10,4311,4833,68684,136547177,580526,ERR11491147
ERZ21883315,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,97217,10,11798,1189,33408,92714820,358742,ERR11491171
ERZ21883314,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,61229,9,7052,2393,54890,123205478,340604,ERR11491196
ERZ21883341,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,162043,17,3256,10412,119125,213872633,263397,ERR11491224
ERZ21883375,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,61222,16,9262,3702,69796,202095546,662677,ERR11491284
ERZ21846175,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,93619,26,2134,2813,17388,26197358,55695,ERR11491366
ERZ21852976,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,205273,107,1684,1351,7110,9602034,16868,ERR11491441
ERZ21883330,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,100801,13,3915,8791,109933,217405723,711652,ERR11491448
ERZ21883334,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,108056,16,4280,6392,108607,210488959,647254,ERR11491456
ERZ21883324,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86451,11,5687,4370,79018,173582065,650217,ERR11491481
ERZ21883338,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,93617,9,5071,3841,62609,133098314,819885,ERR11491516
ERZ21883335,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,90010,12,8806,1946,43654,111906606,414390,ERR11491542
ERZ21883355,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,133238,12,3074,1004,15108,25153166,338177,ERR11491611
ERZ21883353,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,115215,15,3315,9199,94155,171482688,228675,ERR11491672
ERZ21883339,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82812,12,2877,6911,80558,135894312,285079,ERR11491735
ERZ21883354,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,122439,13,2605,6273,47711,80914484,166777,ERR11491754
ERZ21883346,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,50427,11,13008,1206,40396,97095951,360375,ERR11491834
ERZ21883358,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82808,11,9072,2495,58630,149400423,377381,ERR11491995
ERZ21883344,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,54036,11,22448,160,6213,19443463,605740,ERR11492005
ERZ21883357,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,39658,12,14212,637,21522,63963681,493432,ERR11492117
ERZ21846202,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,32453,37,1622,2742,14229,18458932,31010,ERR11492147
ERZ21883359,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,61229,10,7900,1396,42421,88095514,629624,ERR11492185
ERZ21846210,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,32421,22,1646,5999,32756,43679552,44311,ERR11492209
ERZ21846209,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,64830,13,1564,9593,50615,65696700,70816,ERR11492213
ERZ21883367,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,75614,11,4109,4321,70861,142541503,552471,ERR11492224
ERZ21883386,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,93600,15,3560,8647,117316,221151602,817453,ERR11492229
ERZ21883382,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,93645,10,6568,3473,63612,149802821,352973,ERR11492246
ERZ21883401,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,151234,19,3785,11172,135697,266651656,389439,ERR11492254
ERZ21883374,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,82830,12,8914,2350,50573,127188497,576713,ERR11492259
ERZ21846214,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,7227,8,1877,5990,33416,47797245,56344,ERR11492274
ERZ21846219,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,147628,11,1618,9490,49346,64585259,57384,ERR11492427
ERZ21883377,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,90017,12,5156,5201,82237,177773778,795288,ERR11492490
ERZ21846220,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,57604,32,1401,7169,32749,39434084,35532,ERR11492520
ERZ21846222,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,144007,33,1520,6354,30707,38938029,34632,ERR11492807
ERZ21846226,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,43213,43,1341,6233,29707,35195796,40287,ERR11492828
ERZ21883400,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,97237,12,5139,4385,84511,176275830,754081,ERR11493101
ERZ21883392,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,86430,11,2653,7378,78692,127446916,422789,ERR11493114
ERZ21846229,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,194458,25,1474,6570,32349,40468827,64271,ERR11493122
ERZ21883399,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,126039,18,2441,12300,113537,182876641,403394,ERR11493150
ERZ21883398,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,64851,9,7686,2293,57154,129000178,605594,ERR11493221
ERZ21846236,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,194432,18,1627,6129,33042,43348042,47240,ERR11493282
ERZ21883402,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,90032,12,2609,8130,86264,145296663,371536,ERR11493315
ERZ21846239,root:Host-associated:Human:Digestive system:Large intestine:Fecal,metaspades,3.15.3,151237,22,1517,9693,47310,59804460,38723,ERR11493379
